baseline_id,source_term,structure,structural_deviation,source_partition,condition_state_sha256,constitutive_relation_count,initial_broken_relations,restored_relations,new_breaks,residual_broken_relations,relation_transition_count,initial_offset,residual_offset,net_offset_change,absolute_offset_change,direction,new_break_fraction,criticality,criticality_order,reference_baseline_top_entry_index,condition_top_entry_index,response_top_entry_index,response_state_sha256,pair_correspondence,pair_js_correspondence,pair_sign_continuity,relation_balance,pair_active_hit,pair_rank_within_active_hits
SB0348,Antidiuresis,renal collecting-duct vasopressin water-reabsorption structure,urine output reduced by increased water retention relative to the reference fluid-balance state,established_478,6212173108f74847102ca442fcf5d9ea18bacf2e271e48de0e2b9dd0bf32cc7e,15,13,1,2,14,3,0.17642730980684762,0.30579885640807813,0.1293715466012305,0.1293715466012305,AWAY_FROM_REFERENCE,0.13333333333333333,MINOR,1,231,,,4a18c8df05c7ca77bc8c7b1acccc12467427d109f50112ee23df842afd136d96,0.31434100850371516,0.23242805915087217,0.6875,-1,True,1
SB2347,HCV coinfection,innate-adaptive host-defense structure,"altered configuration or regulated output of the named structure, expressed as the state described by hcv coinfection",remaining_5256,6b2317f2bf8683ca8f9cfe8c5be4a46e10a450c60fffcc1926a9a6d0ed623459,15,9,2,0,7,2,0.189780525200812,0.2977026626865136,0.10792213748570156,0.10792213748570156,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,0d16a9c08de1d647ce17f5fa74165c7f869eaba7d0a10cf1dacec5d1a1ce41c6,0.30527693589228594,0.22308925108815358,0.6796875,2,True,2
SB4488,QRS complex,cardiac conduction and myocardial rhythm structure,"altered configuration or regulated output of the named structure, expressed as the state described by qrs complex",remaining_5256,59c7d51fb813157dbd76263f48312d79c7d830fc2077e99a306ee838835fdf1c,21,6,6,1,1,7,0.15148360021134188,0.2658326481764772,0.11434904796513534,0.11434904796513534,AWAY_FROM_REFERENCE,0.047619047619047616,MINOR,1,231,,,ae7ca4528d9474b9c9a5fb29a225849678f2eaec0df943b4770ecd463557b1dd,0.30360980685914035,0.22277110592578098,0.671875,5,True,3
SB2814,Influenza like illness,innate-adaptive host-defense structure,"altered configuration or regulated output of the named structure, expressed as the state described by influenza like illness",remaining_5256,428abea7b415f79b641ec0606619f2ed387ed02aeddefde737fad978111ebeab,15,9,3,0,6,3,0.18413271972825185,0.2834491323197865,0.09931641259153468,0.09931641259153468,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,7c6140e5c53a1441cf3d3c7ec7015c9969d815a8faa1a9a1c6a69835134b7727,0.30278993927137565,0.22520114545289716,0.65625,3,True,4
SB5133,Syphilis,innate-adaptive host-defense structure,"altered configuration or regulated output of the named structure, expressed as the state described by syphilis",remaining_5256,29cb6f46f39b8e76042da48fa4443cf2566b3f4a4cdb68e6e88db1cddda17a90,15,9,1,0,8,1,0.19335173186580445,0.2923522502210323,0.09900051835522783,0.09900051835522783,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,f06d37af17ecbdf52bb6098bc8c0b6c1569ca61ac4ab346d63d8cc79748a380b,0.3016817331756074,0.22213473558000907,0.6640625,1,True,5
SB3243,Malaria,innate-adaptive host-defense structure,"altered configuration or regulated output of the named structure, expressed as the state described by malaria",remaining_5256,5aca3d5cf4f87e75e6eea7f4bfa4c1a2f396ce103e6413fc1febd9ebf3223f17,15,9,2,0,7,2,0.18696597812627624,0.28464932836685586,0.09768335024057961,0.09768335024057961,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,41f92af7e5eb67efc640f5435344e799cf7409d9de49852d3e528080c4e72a79,0.30115420102443896,0.2214914036883402,0.6640625,2,True,6
SB5291,Torsade de pointes,cardiac conduction and myocardial rhythm structure,"altered configuration or regulated output of the named structure, expressed as the state described by torsade de pointes",remaining_5256,3192e1070511a49041ad8a3754f358163e3cf6060270b583fa74a80a4de403eb,21,6,6,1,1,7,0.1567695278865724,0.27952957979245463,0.12276005190588224,0.12276005190588224,AWAY_FROM_REFERENCE,0.047619047619047616,MINOR,1,231,,,0fa8e9598a9b88a1406bdedfbd44c23d84b7d7afbf968309829c0e565019a7ca,0.30101028093930743,0.22303083041378957,0.65625,5,True,7
SB2813,Influenza,innate-adaptive host-defense structure,"altered configuration or regulated output of the named structure, expressed as the state described by influenza",remaining_5256,8e9fcdea28477c1e43159d326873b3cb9f62ea913f0ed053fa2cdf17669dce18,15,9,2,0,7,2,0.1797973302726541,0.2794546419612395,0.09965731168858538,0.09965731168858538,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,c21b23fd942622ebfe660243689da696c295cca1da0a876853cd991ad408644f,0.3008417095758792,0.22111031655595026,0.6640625,2,True,8
SB2520,Herpes simplex,innate-adaptive host-defense structure,"altered configuration or regulated output of the named structure, expressed as the state described by herpes simplex",remaining_5256,eba194e9365ac813479658187dac4c46ad44350f133d33885a8244e67d8c6cbf,15,9,2,0,7,2,0.1870246240831105,0.2921915769882455,0.105166952905135,0.105166952905135,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,d087b7df1e4e09f04c6b38277b7d47343e16a669dfaeb600dac8c903890d0545,0.3001575651546398,0.2219909331154144,0.65625,2,True,9
SB4630,Respiratory sighs,"pulmonary airway-alveolar, pleural, and gas-exchange structure","altered configuration or regulated output of the named structure, expressed as the state described by respiratory sighs",remaining_5256,8e6d51432d19e871bf1c91753cd20b67ef1b509026ce7f5579173171c9df50a2,36,17,2,1,16,3,0.1896071251697311,0.2851480105836257,0.0955408854138946,0.0955408854138946,AWAY_FROM_REFERENCE,0.027777777777777776,MINOR,1,231,,,a1773c1f7f1b38fc362ae05b7ea07bbea95517328deb377d1deab7d0518f0985,0.29992346007056375,0.22342037813483384,0.6484375,1,True,10
SB2517,Herpes NOS,innate-adaptive host-defense structure,"altered configuration or regulated output of the named structure, expressed as the state described by herpes",remaining_5256,ac504f77d244b12ccf0f2e5cc2a0fe7fb89cdae57a4925d5fb741de5fa70c667,15,9,2,0,7,2,0.19038885964529595,0.2888668673598578,0.09847800771456183,0.09847800771456183,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,497a0120a04534ead2176ddaf156fb9b6b3085d8efefc79add72c77597fab4ff,0.2999065087876571,0.21996982778982577,0.6640625,2,True,11
SB5492,VT,cardiac conduction and myocardial rhythm structure,"altered configuration or regulated output of the named structure, expressed as the state described by vt",remaining_5256,4609356e007b2af179aa404ef4dc5c0aa4db59abdf74e028a4331ad7c5544243,21,6,6,1,1,7,0.15100204729724598,0.2689668157371321,0.11796476843988613,0.11796476843988613,AWAY_FROM_REFERENCE,0.047619047619047616,MINOR,1,231,,,72c20f7666be6e367b505957d1b26388248cffdbcc3a6316db91feeeb5eaebb9,0.29924241283481096,0.21744501565220853,0.671875,5,True,12
SB5705,Word finding difficulty,dominant-hemisphere language-processing and speech-planning network,reduced ability of the named structure/process to complete its normal regulated operation,remaining_5256,dff2db997592b331fc38811c4fd834200cace3d8267feb359e836cd44d185bd0,231,106,7,28,127,35,0.18877534489724834,0.34358526365616515,0.1548099187589168,0.1548099187589168,AWAY_FROM_REFERENCE,0.12121212121212122,MINOR,1,230,,,c3c4dcb6e7c03dc6190d011322528137d9738b848d7c7a28384f90832a423199,0.29887406939081407,0.22042569437904158,0.65625,-21,True,13
SB4864,Sinus rhythm,cardiac conduction and myocardial rhythm structure,"altered configuration or regulated output of the named structure, expressed as the state described by sinus rhythm",remaining_5256,c96028193367c21b4c905e59ee24b0c1b1bbebe8531ab2d886c9cf36b8283aa6,21,5,5,1,1,6,0.1446626045171061,0.26105610608953744,0.11639350157243133,0.11639350157243133,AWAY_FROM_REFERENCE,0.047619047619047616,MINOR,1,231,,,bc778640cc266e0b61b1d7b221b4de7f1b0e5924bc1eabfd4ad1b9ce33318b2a,0.29886669187626375,0.22384657545885822,0.640625,4,True,14
SB2519,Herpes labialis,innate-adaptive host-defense structure,"altered configuration or regulated output of the named structure, expressed as the state described by herpes labialis",remaining_5256,33d7a3aa30eeea4bfb1e41f638215c7768dceb67e776765a10a6bbacc8409692,15,9,2,0,7,2,0.18556848009455285,0.2898643149705289,0.10429583487597605,0.10429583487597605,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,ab624959b4a5ee4a158fc45d72c93d07b56f5487c3fc80776b8d3750433bbd33,0.2982531639102893,0.2196684925735235,0.65625,2,True,15
SB2313,Gonorrhoea,innate-adaptive host-defense structure,excess or abnormal fluid/material outflow from the named structure,remaining_5256,d18dcf94e44533648abc20f39c63a6e9d60bce312db33a6c41797a7814109c07,15,7,1,1,7,2,0.18900069043908907,0.3022284195151954,0.11322772907610634,0.11322772907610634,AWAY_FROM_REFERENCE,0.06666666666666667,MINOR,1,231,,,145a1fb5e9abb1d7fce423773af733f90b3018039980ccd0ed3b1f684b2e2136,0.2978151068432935,0.22599403273572383,0.625,0,True,16
SB1657,Dysautonomia,sympathetic-parasympathetic autonomic-control network,"altered configuration or regulated output of the named structure, expressed as the state described by dysautonomia",remaining_5256,6cb7592d0f0f7d73b643ad03f4b45352cda19a0736a9b34493954077263d14f7,78,37,18,1,20,19,0.15918385607545782,0.28003702702690836,0.12085317095145054,0.12085317095145054,AWAY_FROM_REFERENCE,0.01282051282051282,MINOR,1,223,,,5545d8373e96fd27c69d8f6956bd82ef0d614168b551f30c4dc336cb40d53e1e,0.2970591657730311,0.2147825192354038,0.671875,17,True,17
SB1426,Deafness,cochlear-mechanical and auditory-neural transduction structure,reduction or loss of auditory mechanical/neural signal transduction,remaining_5256,7c8f44187ea8218fc30c19e54782f9e0fd88cf82ef4a5bed429e8cb8568c5f8e,276,65,7,20,78,27,0.1661039219648559,0.2928036184994136,0.1266996965345577,0.1266996965345577,AWAY_FROM_REFERENCE,0.07246376811594203,MINOR,1,230,,,b342989ee1dbb7031bd3e27dbba8e2fee6d53a930c9697e39dc1cf13acc378c0,0.29694669236037113,0.21464535653703798,0.671875,-13,True,18
SB1427,Deafness bilateral,cochlear-mechanical and auditory-neural transduction structure,reduction or loss of auditory mechanical/neural signal transduction,remaining_5256,7c8f44187ea8218fc30c19e54782f9e0fd88cf82ef4a5bed429e8cb8568c5f8e,276,65,7,20,78,27,0.1661039219648559,0.2928036184994136,0.1266996965345577,0.1266996965345577,AWAY_FROM_REFERENCE,0.07246376811594203,MINOR,1,230,,,059c7c6feb10b10ffee5774b6b0d7081bb05db5d3864e74b7d2eaa657ef08b9f,0.29694669236037113,0.21464535653703798,0.671875,-13,True,19
SB1428,Deafness neurosensory,cochlear-mechanical and auditory-neural transduction structure,reduction or loss of auditory mechanical/neural signal transduction,remaining_5256,7c8f44187ea8218fc30c19e54782f9e0fd88cf82ef4a5bed429e8cb8568c5f8e,276,65,7,20,78,27,0.1661039219648559,0.2928036184994136,0.1266996965345577,0.1266996965345577,AWAY_FROM_REFERENCE,0.07246376811594203,MINOR,1,230,,,3d834766ea0c376267fb85753f00fb343ddd4bb791f2dc35060a27fd18500b23,0.29694669236037113,0.21464535653703798,0.671875,-13,True,20
SB1429,Deafness permanent,cochlear-mechanical and auditory-neural transduction structure,reduction or loss of auditory mechanical/neural signal transduction,remaining_5256,7c8f44187ea8218fc30c19e54782f9e0fd88cf82ef4a5bed429e8cb8568c5f8e,276,65,7,20,78,27,0.1661039219648559,0.2928036184994136,0.1266996965345577,0.1266996965345577,AWAY_FROM_REFERENCE,0.07246376811594203,MINOR,1,230,,,f38de3db186ccbb2f6031fd1c25d84672f68f54055bb5d834705c2f0b7e928b8,0.29694669236037113,0.21464535653703798,0.671875,-13,True,21
SB1430,Deafness transitory,cochlear-mechanical and auditory-neural transduction structure,reduction or loss of auditory mechanical/neural signal transduction,remaining_5256,7c8f44187ea8218fc30c19e54782f9e0fd88cf82ef4a5bed429e8cb8568c5f8e,276,65,7,20,78,27,0.1661039219648559,0.2928036184994136,0.1266996965345577,0.1266996965345577,AWAY_FROM_REFERENCE,0.07246376811594203,MINOR,1,230,,,2ffddf871873d237ef5296d8817c70fa602321e78099b409843d6cbb075a50f7,0.29694669236037113,0.21464535653703798,0.671875,-13,True,22
SB1431,Deafness unilateral,cochlear-mechanical and auditory-neural transduction structure,reduction or loss of auditory mechanical/neural signal transduction,remaining_5256,7c8f44187ea8218fc30c19e54782f9e0fd88cf82ef4a5bed429e8cb8568c5f8e,276,65,7,20,78,27,0.1661039219648559,0.2928036184994136,0.1266996965345577,0.1266996965345577,AWAY_FROM_REFERENCE,0.07246376811594203,MINOR,1,230,,,1452bf97b3140430e27d5263c37751658999de5be1d4e35039fcaef0c16c1264,0.29694669236037113,0.21464535653703798,0.671875,-13,True,23
SB4007,Partial permanent deafness,cochlear-mechanical and auditory-neural transduction structure,reduction or loss of auditory mechanical/neural signal transduction,remaining_5256,7c8f44187ea8218fc30c19e54782f9e0fd88cf82ef4a5bed429e8cb8568c5f8e,276,65,7,20,78,27,0.1661039219648559,0.2928036184994136,0.1266996965345577,0.1266996965345577,AWAY_FROM_REFERENCE,0.07246376811594203,MINOR,1,230,,,71969564012dc797213567e859e633ba44cef81a132cdc196a7f7ec0c2e3f706,0.29694669236037113,0.21464535653703798,0.671875,-13,True,24
SB4009,Partial transitory deafness,cochlear-mechanical and auditory-neural transduction structure,reduction or loss of auditory mechanical/neural signal transduction,remaining_5256,7c8f44187ea8218fc30c19e54782f9e0fd88cf82ef4a5bed429e8cb8568c5f8e,276,65,7,20,78,27,0.1661039219648559,0.2928036184994136,0.1266996965345577,0.1266996965345577,AWAY_FROM_REFERENCE,0.07246376811594203,MINOR,1,230,,,26cfd9219e6b5841961b9685f708bf6dea83488cb75d82e22ed7f3e9bb0e20a2,0.29694669236037113,0.21464535653703798,0.671875,-13,True,25
SB5076,Sudden deafness,cochlear-mechanical and auditory-neural transduction structure,reduction or loss of auditory mechanical/neural signal transduction,remaining_5256,7c8f44187ea8218fc30c19e54782f9e0fd88cf82ef4a5bed429e8cb8568c5f8e,276,65,7,20,78,27,0.1661039219648559,0.2928036184994136,0.1266996965345577,0.1266996965345577,AWAY_FROM_REFERENCE,0.07246376811594203,MINOR,1,230,,,2686aefde21ea27f694d5f856fc536db17afb0ac59f200a51a28048382a1072c,0.29694669236037113,0.21464535653703798,0.671875,-13,True,26
SB5669,Wandering pacemaker,cardiac conduction and myocardial rhythm structure,"altered configuration or regulated output of the named structure, expressed as the state described by wandering pacemaker",remaining_5256,9683fe827f3f6a33e84cd29b582d6753e8256d85e92ec66fba19655c53539a6d,21,6,6,1,1,7,0.1443877642881869,0.2600101198706928,0.11562235558250589,0.11562235558250589,AWAY_FROM_REFERENCE,0.047619047619047616,MINOR,1,231,,,25e09addd7b01f7a986290c15cfdeab8bc6395186c9d50ef285b6a0ef1488344,0.29628382133736236,0.21898179431385656,0.6484375,5,True,27
SB5459,Urosepsis,innate-adaptive host-defense structure,"altered configuration or regulated output of the named structure, expressed as the state described by urosepsis",remaining_5256,25ed96e79321d259c351c70dbf267721987df67c855ad4b2f8e0dffde1602b51,15,9,1,0,8,1,0.19217672537516073,0.2895556580820384,0.0973789327068777,0.0973789327068777,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,737ce2427dab46fbbcd9046e89b6716f49a4f7180878e68ac0b767a2fbbcc440,0.29575029987389034,0.2200460974071834,0.640625,1,True,28
SB4336,Proarrhythmia,cardiac conduction and myocardial rhythm structure,"altered configuration or regulated output of the named structure, expressed as the state described by proarrhythmia",remaining_5256,be538d0f51b281d0c06664fc841edb4a4e500fc03c2d595a0d3c856cd1260e19,21,6,6,1,1,7,0.1427075473666094,0.2619117507843156,0.11920420341770621,0.11920420341770621,AWAY_FROM_REFERENCE,0.047619047619047616,MINOR,1,231,,,ffeba35146dbc8faf39552519d19cde6464815efc93398863cff05ff8cb5051a,0.29547311025613543,0.2179931222635798,0.6484375,5,True,29
