baseline_id,source_term,structure,structural_deviation,source_partition,condition_state_sha256,constitutive_relation_count,initial_broken_relations,restored_relations,new_breaks,residual_broken_relations,relation_transition_count,initial_offset,residual_offset,net_offset_change,absolute_offset_change,direction,new_break_fraction,criticality,criticality_order,reference_baseline_top_entry_index,condition_top_entry_index,response_top_entry_index,response_state_sha256,pair_correspondence,pair_js_correspondence,pair_sign_continuity,relation_balance,pair_active_hit,pair_rank_within_active_hits
SB0001,AGEP,cutaneous epidermal neutrophilic pustular structure,acute diffuse epidermal neutrophilic pustule formation with inflammatory barrier disruption,established_478,711efd42a066e6a359d2d9f411ced9cce38151c4000400edd4de93a83117b67f,6,2,0,0,2,0,0.12105599669884048,0.21489197104894264,0.09383597435010216,0.09383597435010216,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,,,e64e3c95dc9296e673f6eb927b66f4b825c3547b6ea93fd3e195887218b07cb6,0.2537867696141801,0.17916069465143913,0.59375,0,False,
SB0002,AIDS dementia complex,cortical and subcortical cognitive neural-network integrity structure,"progressive loss of cognitive-network integration, memory processing, and functional neural connectivity",established_478,da37a2b5e23c7bb5d10d8d6a391b6a4ed0ab18f6f9597375911777179efa5ec6,0,0,0,0,0,0,0.13791313331981647,0.2691424283397865,0.13122929501997005,0.13122929501997005,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,43d43cb2270145e07436b6d2c8209b292917ddeac409310ac2df54e977c512c8,0.26752255441261164,0.18905189562513613,0.625,0,False,
SB0003,AION,anterior optic-nerve-head perfusion and axonal-conduction structure,anterior optic-nerve-head perfusion loss with axonal conduction and viability compromise,established_478,a1cc969c80904646f4d9696bcd94e75991bfc236385e5811f8158c7618f6ad78,91,31,6,10,35,16,0.10878991705343244,0.21929258040884303,0.11050266335541059,0.11050266335541059,AWAY_FROM_REFERENCE,0.10989010989010989,MINOR,1,231,,,aab79b4b605cc935c722c70a9ce15f60e182a750e18c3fbe9a7058391d93fa84,0.26520577013439217,0.18794148796877097,0.6171875,-4,True,733
SB0004,AML progression,myeloid hematopoietic precursor proliferation structure,increase in magnitude or spatial extent of an established structural deviation over successive states,established_478,27e71ec9331e6e60b9fb0bcd31f948154b213a5d2ee1202ddda342b95b4858e3,0,0,0,0,0,0,0.13368714949201776,0.2349422186159449,0.10125506912392712,0.10125506912392712,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,,,fa6c51d4bc60684938bbc290c58c9b0f093c91af9f4e42f11dfadb0fa8269548,0.27782672882832593,0.1964731449125926,0.6484375,0,False,
SB0005,ANA increased,antinuclear autoantibody immune-recognition structure,measured or functional quantity shifted above its reference structural range,established_478,80370ceee86577a9155bd3ff819c052f21fcf7a3c1f3c3ddda82799b2bfc7d84,45,12,4,6,14,10,0.18659277101615257,0.30081405908182834,0.11422128806567577,0.11422128806567577,AWAY_FROM_REFERENCE,0.13333333333333333,MINOR,1,231,,,16240600df7bb7deb8bc52c886505dc1418d3665a36c6edd46fe9aca07623c2e,0.264224588646986,0.185029986154861,0.625,-2,True,779
SB0006,Abasia,lower-limb gait motor-control structure,failure or instability of coordinated lower-limb gait motor output,established_478,d09cd0b629c2b02dc8471bfe901f37d6e6fee9e739ef8697f9a59df604f4b449,171,87,21,1,67,22,0.24720928056398772,0.30252894422343857,0.055319663659450846,0.055319663659450846,AWAY_FROM_REFERENCE,0.005847953216374269,MINOR,1,230,,,623a40356e8ebc22355a3614284a5bb52fb06eac4c4023eefde8f45afc170326,0.23708624194149774,0.16393901456280213,0.5703125,20,True,1446
SB0007,Abdominal abscess,abdominal visceral innate-immune structure,localized inflammatory cavity with tissue breakdown and accumulated cellular/fluid contents,established_478,6b80ec26c1598897b547a3da9bc4bab5b1a3201fe4dcca9633e88fab3eb78268,1,0,0,0,0,0,0.20599750275164364,0.30190478903368934,0.0959072862820457,0.0959072862820457,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,,,f7764bb1163c91e67585a79e5b9acdea1136fd3f705a34b946ec7befb1d9718b,0.26274048565890495,0.1935097386084207,0.578125,0,False,
SB0008,Abdominal adhesions,abdominal visceral structural and motility structure,abnormal fibrous connection between normally mobile tissue surfaces with constrained relative motion,established_478,2911e0008b41a3d709f12d84a0e89ebcf6f211766d8f81a35e264d83251280cc,0,0,0,0,0,0,0.16128446781414474,0.2608361825287009,0.09955171471455615,0.09955171471455615,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,58101954c3201ed0abd77637616e09340fc6afc10920a1484803fba344971848,0.27161250844486184,0.190609766396173,0.640625,0,False,
SB0009,Abdominal aortic aneurysm,abdominal aortic wall tensile integrity structure,localized vessel-wall dilation with reduced tensile integrity,established_478,f5888e82479c81a2dc66b5a0751e1e0d3e9b84e927665827e5373e75bfcf60d7,0,0,0,0,0,0,0.16043968033933131,0.2499599498207632,0.08952026948143188,0.08952026948143188,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,24517752da7f5b08636d8ba784f980a68bc225e86a378ec056eb2fe5f6842c47,0.2624669829577696,0.18288656458264585,0.625,0,False,
SB0010,Abdominal aortic bruit,abdominal aortic blood-flow and wall mechanical structure,"turbulent blood-flow state generated by altered lumen geometry, wall compliance, or flow velocity",established_478,9ff95f78245c28fec45ee60f61bbdcdd20a224119dc55f35b80396f771882484,3,0,0,0,0,0,0.12002104712889694,0.1980417830056881,0.07802073587679115,0.07802073587679115,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,,,f82101f6f4ea0ce7d60573c8b4474de8718c2960a169597b1afc5b74470447c7,0.23327332530293354,0.16614887232065068,0.5390625,0,False,
