baseline_id,source_term,structure,structural_deviation,source_partition,condition_state_sha256,constitutive_relation_count,initial_broken_relations,restored_relations,new_breaks,residual_broken_relations,relation_transition_count,initial_offset,residual_offset,net_offset_change,absolute_offset_change,direction,new_break_fraction,criticality,criticality_order,reference_baseline_top_entry_index,condition_top_entry_index,response_top_entry_index,response_state_sha256,pair_correspondence,pair_js_correspondence,pair_sign_continuity,relation_balance,pair_active_hit,pair_rank_within_active_hits
SB0348,Antidiuresis,renal collecting-duct vasopressin water-reabsorption structure,urine output reduced by increased water retention relative to the reference fluid-balance state,established_478,6212173108f74847102ca442fcf5d9ea18bacf2e271e48de0e2b9dd0bf32cc7e,15,13,0,2,15,2,0.17642730980684762,0.21858261578827987,0.042155305981432245,0.042155305981432245,AWAY_FROM_REFERENCE,0.13333333333333333,MINOR,1,231,,,078c5999e8f9d8d0df01e468a8e4b6d835bd559e1a041159fe2a74b49b33412e,0.34108456074896953,0.2650421472548409,0.6875,-2,True,1
SB2347,HCV coinfection,innate-adaptive host-defense structure,"altered configuration or regulated output of the named structure, expressed as the state described by hcv coinfection",remaining_5256,6b2317f2bf8683ca8f9cfe8c5be4a46e10a450c60fffcc1926a9a6d0ed623459,15,9,2,0,7,2,0.189780525200812,0.23127606295626668,0.04149553775545467,0.04149553775545467,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,83fa87bd0d26c3b6cb86a2945a4bbb3ed6eb219e1cf4dfe12b792142ddda2f5e,0.33300931170563053,0.2569092215922324,0.6796875,2,True,2
SB4488,QRS complex,cardiac conduction and myocardial rhythm structure,"altered configuration or regulated output of the named structure, expressed as the state described by qrs complex",remaining_5256,59c7d51fb813157dbd76263f48312d79c7d830fc2077e99a306ee838835fdf1c,21,6,1,1,6,2,0.15148360021134188,0.1935338440808151,0.0420502438694732,0.0420502438694732,AWAY_FROM_REFERENCE,0.047619047619047616,MINOR,1,231,,,cf31ddcaf6892c230066eafa8576a0ae372d21563d020bd7fffd6e436c211598,0.3317224273227919,0.25705478941803894,0.671875,0,True,3
SB5133,Syphilis,innate-adaptive host-defense structure,"altered configuration or regulated output of the named structure, expressed as the state described by syphilis",remaining_5256,29cb6f46f39b8e76042da48fa4443cf2566b3f4a4cdb68e6e88db1cddda17a90,15,9,1,0,8,1,0.19335173186580445,0.22968551736481657,0.03633378549901212,0.03633378549901212,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,ff50f1ec3e7ca0bf07199328f11f5e5e189a6416aed68f8f78a6a10f5c0b5c33,0.3291456503575421,0.25562731750919776,0.6640625,1,True,4
SB2814,Influenza like illness,innate-adaptive host-defense structure,"altered configuration or regulated output of the named structure, expressed as the state described by influenza like illness",remaining_5256,428abea7b415f79b641ec0606619f2ed387ed02aeddefde737fad978111ebeab,15,9,2,0,7,2,0.18413271972825185,0.2226310109868902,0.03849829125863835,0.03849829125863835,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,085401baa379c92e665cf80827c1dcafd0336f2d61254a3b0d0da5664fefad13,0.3289360745233847,0.25708667624803017,0.65625,2,True,5
SB5492,VT,cardiac conduction and myocardial rhythm structure,"altered configuration or regulated output of the named structure, expressed as the state described by vt",remaining_5256,4609356e007b2af179aa404ef4dc5c0aa4db59abdf74e028a4331ad7c5544243,21,6,1,1,6,2,0.15100204729724598,0.19396818439378039,0.04296613709653441,0.04296613709653441,AWAY_FROM_REFERENCE,0.047619047619047616,MINOR,1,231,,,ebcf91454e1ee2ea2ddd5f8ff42744ffaf1947811980969544f54e01ee0bc876,0.32874108730413754,0.2534190089074848,0.671875,0,True,6
SB5291,Torsade de pointes,cardiac conduction and myocardial rhythm structure,"altered configuration or regulated output of the named structure, expressed as the state described by torsade de pointes",remaining_5256,3192e1070511a49041ad8a3754f358163e3cf6060270b583fa74a80a4de403eb,21,6,1,1,6,2,0.1567695278865724,0.20147375858244343,0.04470423069587104,0.04470423069587104,AWAY_FROM_REFERENCE,0.047619047619047616,MINOR,1,231,,,6b3d3427dd85651e6d45158da7eeaf7a39472efbf35f99b3fe5d5e59b50ddaed,0.32856535693588096,0.2566345816291231,0.65625,0,True,7
SB3243,Malaria,innate-adaptive host-defense structure,"altered configuration or regulated output of the named structure, expressed as the state described by malaria",remaining_5256,5aca3d5cf4f87e75e6eea7f4bfa4c1a2f396ce103e6413fc1febd9ebf3223f17,15,9,2,0,7,2,0.18696597812627624,0.22223008022802393,0.035264102101747685,0.035264102101747685,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,6a53a06c62bb12abf2ca29d0e5d0e8742b086aa369d44c7d74b8976832a4fbf5,0.3277279383799788,0.25389840046338885,0.6640625,2,True,8
SB2813,Influenza,innate-adaptive host-defense structure,"altered configuration or regulated output of the named structure, expressed as the state described by influenza",remaining_5256,8e9fcdea28477c1e43159d326873b3cb9f62ea913f0ed053fa2cdf17669dce18,15,9,2,0,7,2,0.1797973302726541,0.21653707063231153,0.036739740359657436,0.036739740359657436,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,08aefee152260b4bb551e576cf23731a0d0c2a80ec3311fc105a0a6bb3e3fa0c,0.32762376128349907,0.25377135522377936,0.6640625,2,True,9
SB2517,Herpes NOS,innate-adaptive host-defense structure,"altered configuration or regulated output of the named structure, expressed as the state described by herpes",remaining_5256,ac504f77d244b12ccf0f2e5cc2a0fe7fb89cdae57a4925d5fb741de5fa70c667,15,9,2,0,7,2,0.19038885964529595,0.22635560994005766,0.03596675029476171,0.03596675029476171,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,f323cc65d1222d98ed49a0b29c7e4d0bf43c67dd0ddba21315eae11917298592,0.32696326509355733,0.25296587206531385,0.6640625,2,True,10
