baseline_id,source_term,structure,structural_deviation,source_partition,condition_state_sha256,constitutive_relation_count,initial_broken_relations,restored_relations,new_breaks,residual_broken_relations,relation_transition_count,initial_offset,residual_offset,net_offset_change,absolute_offset_change,direction,new_break_fraction,criticality,criticality_order,reference_baseline_top_entry_index,condition_top_entry_index,response_top_entry_index,response_state_sha256,pair_correspondence,pair_js_correspondence,pair_sign_continuity,relation_balance,pair_active_hit,pair_rank_within_active_hits
SB0001,AGEP,cutaneous epidermal neutrophilic pustular structure,acute diffuse epidermal neutrophilic pustule formation with inflammatory barrier disruption,established_478,711efd42a066e6a359d2d9f411ced9cce38151c4000400edd4de93a83117b67f,6,2,0,0,2,0,0.12105599669884048,0.12117256076061222,0.00011656406177174006,0.00011656406177174006,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,,,341b126a9e5dceb86eef1e1e014e027de2a3868f118f5f01ca4098de77e94997,0.29831301059253035,0.2334609885274761,0.59375,0,False,
SB0002,AIDS dementia complex,cortical and subcortical cognitive neural-network integrity structure,"progressive loss of cognitive-network integration, memory processing, and functional neural connectivity",established_478,da37a2b5e23c7bb5d10d8d6a391b6a4ed0ab18f6f9597375911777179efa5ec6,0,0,0,0,0,0,0.13791313331981647,0.1437721061958699,0.005858972876053414,0.005858972876053414,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,1d343b922b8a870aec74196506e42ade833079dfa92badf3fd8a01171a75eb83,0.3092570588317932,0.23994763272169906,0.625,0,False,
SB0003,AION,anterior optic-nerve-head perfusion and axonal-conduction structure,anterior optic-nerve-head perfusion loss with axonal conduction and viability compromise,established_478,a1cc969c80904646f4d9696bcd94e75991bfc236385e5811f8158c7618f6ad78,91,31,2,5,34,7,0.10878991705343244,0.12027616376801353,0.011486246714581094,0.011486246714581094,AWAY_FROM_REFERENCE,0.054945054945054944,MINOR,1,231,,,437d4ab1951c186be0a50c7c874555bff56e6feec696dc1d4fb16a50b40adf4a,0.30595334516709516,0.237633652642799,0.6171875,-3,True,763
SB0004,AML progression,myeloid hematopoietic precursor proliferation structure,increase in magnitude or spatial extent of an established structural deviation over successive states,established_478,27e71ec9331e6e60b9fb0bcd31f948154b213a5d2ee1202ddda342b95b4858e3,0,0,0,0,0,0,0.13368714949201776,0.1361550530185297,0.0024679035265119387,0.0024679035265119387,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,,,9606f06be554759547b9ce1dc35afb686632bed8440517c5b05b6ca9eea0db97,0.3192988111293119,0.24704885503574625,0.6484375,0,False,
SB0005,ANA increased,antinuclear autoantibody immune-recognition structure,measured or functional quantity shifted above its reference structural range,established_478,80370ceee86577a9155bd3ff819c052f21fcf7a3c1f3c3ddda82799b2bfc7d84,45,12,1,2,13,3,0.18659277101615257,0.1913305040126454,0.004737732996492827,0.004737732996492827,AWAY_FROM_REFERENCE,0.044444444444444446,MINOR,1,231,,,6f442f33f874d93613ff2adbf412701dba40cefce4a8c3fb173b76807b873262,0.32063658133814443,0.2538250991928591,0.625,-1,True,258
SB0006,Abasia,lower-limb gait motor-control structure,failure or instability of coordinated lower-limb gait motor output,established_478,d09cd0b629c2b02dc8471bfe901f37d6e6fee9e739ef8697f9a59df604f4b449,171,87,10,1,78,11,0.24720928056398772,0.23294694543696848,-0.014262335127019243,0.014262335127019243,TOWARD_REFERENCE,0.005847953216374269,MINOR,1,230,,,77065abcac9e9ac887589b4e1c0dcd4e2a7da33b9fabe8a322bfb2fa5d4a32ab,0.2758297330206932,0.21118717441547952,0.5703125,9,True,1439
SB0007,Abdominal abscess,abdominal visceral innate-immune structure,localized inflammatory cavity with tissue breakdown and accumulated cellular/fluid contents,established_478,6b80ec26c1598897b547a3da9bc4bab5b1a3201fe4dcca9633e88fab3eb78268,1,0,0,0,0,0,0.20599750275164364,0.20547137903322565,-0.0005261237184179812,0.0005261237184179812,TOWARD_REFERENCE,0.0,INFORMATIONAL,0,230,,,cf7372e0d48547661b9fc99951f22898a3f129b151831801c83acb89337d4769,0.29479152787289453,0.23259637545474943,0.578125,0,False,
SB0008,Abdominal adhesions,abdominal visceral structural and motility structure,abnormal fibrous connection between normally mobile tissue surfaces with constrained relative motion,established_478,2911e0008b41a3d709f12d84a0e89ebcf6f211766d8f81a35e264d83251280cc,0,0,0,0,0,0,0.16128446781414474,0.1728529397846177,0.011568471970472949,0.011568471970472949,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,427db0a4eff1f17b3a344c09ed9a6286bb2ab6b06e31e3331014229a8c407339,0.3185615399871857,0.24786468291120212,0.640625,0,False,
SB0009,Abdominal aortic aneurysm,abdominal aortic wall tensile integrity structure,localized vessel-wall dilation with reduced tensile integrity,established_478,f5888e82479c81a2dc66b5a0751e1e0d3e9b84e927665827e5373e75bfcf60d7,0,0,0,0,0,0,0.16043968033933131,0.16447123076015424,0.004031550420822927,0.004031550420822927,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,f7fbd8d2a59a845734101c5361740a5f9cfa39af1e753bcdc978e687d3ead9b4,0.2977256129039422,0.22588489378529542,0.625,0,False,
SB0010,Abdominal aortic bruit,abdominal aortic blood-flow and wall mechanical structure,"turbulent blood-flow state generated by altered lumen geometry, wall compliance, or flow velocity",established_478,9ff95f78245c28fec45ee60f61bbdcdd20a224119dc55f35b80396f771882484,3,0,0,0,0,0,0.12002104712889694,0.11868229826357768,-0.0013387488653192614,0.0013387488653192614,TOWARD_REFERENCE,0.0,INFORMATIONAL,0,230,,,d1715adf43a523ed7dc8e93b5c037f255754fa609620e519aff84fdf5408dbca,0.26185039561453194,0.20099895806650236,0.5390625,0,False,
SB0011,Abdominal bloating,intestinal smooth-muscle motility and luminal-volume structure,increased luminal or compartment volume/pressure causing geometric expansion,established_478,aff06a07a9db84cf7882de15f0cee76ab5b8a2cd69f7a510c69dc3155e346ae2,351,114,23,6,97,29,0.13435134946289962,0.1479439019685067,0.013592552505607092,0.013592552505607092,AWAY_FROM_REFERENCE,0.017094017094017096,MINOR,1,223,,,127349b2feb31e14737e1ba8e6d8f40dcea4fe9bb839a26f966411b94f267533,0.3168478453323811,0.24920468942973306,0.625,17,True,321
SB0012,Abdominal colic,intestinal smooth-muscle motility and luminal-volume structure,episodic smooth-muscle contraction with associated luminal pressure and nociceptive signaling,established_478,46d539233ebace2d6ff44be6ae2ef4cf32c62dc3b4e5738c5a528de02f7ec721,351,128,26,7,109,33,0.13377698647922043,0.14829763045861388,0.014520643979393455,0.014520643979393455,AWAY_FROM_REFERENCE,0.019943019943019943,MINOR,1,223,,,d11d343f8288c834eef728a9e841dc02042a44515ee10a6f9f0f6bb7c90be0df,0.3154540501276838,0.25093481722888267,0.609375,19,True,407
SB0013,Abdominal cramps,intestinal smooth-muscle motility and luminal-volume structure,episodic smooth-muscle contraction with associated luminal pressure and nociceptive signaling,established_478,46d539233ebace2d6ff44be6ae2ef4cf32c62dc3b4e5738c5a528de02f7ec721,351,128,26,7,109,33,0.13377698647922043,0.14829763045861388,0.014520643979393455,0.014520643979393455,AWAY_FROM_REFERENCE,0.019943019943019943,MINOR,1,223,,,6838054d2fd00a0ff023ad61197d2955b5288490d105ded11fd5bffcc69afdbe,0.3154540501276838,0.25093481722888267,0.609375,19,True,408
SB0014,Abdominal discomfort,abdominal visceral sensory-transmission structure,abnormal sensory-autonomic signaling indicating departure from the reference local functional state,established_478,7c265f5eb5b283a4af48b24a97241e7717d4bbf9425cc82c4cc1805cf423bf71,6,2,0,0,2,0,0.20572715736995895,0.21453890022248867,0.008811742852529725,0.008811742852529725,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,222,,,b699af6d087dad4ff1571ef3a448d2f6a0105a37ca8ca97da477220bdb1d2b86,0.31526322363505976,0.2524170410183656,0.6015625,0,False,
SB0015,Abdominal disorder,abdominal visceral structural and motility structure,departure from the reference structural configuration or regulated functional range,established_478,7d6a07d38a34244936e47a70383e98011c4cfad795d80f46a43d7544c3e670f5,0,0,0,0,0,0,0.1827569979526722,0.1916442946561514,0.008887296703479208,0.008887296703479208,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,4032239af9de699112e7d4df874816168595c3c1cefdbebcaa955f54b4f2bcc0,0.3087231242775682,0.2461562491189856,0.59375,0,False,
SB0016,Abdominal distension,intestinal smooth-muscle motility and luminal-volume structure,increased luminal or compartment volume/pressure causing geometric expansion,established_478,aff06a07a9db84cf7882de15f0cee76ab5b8a2cd69f7a510c69dc3155e346ae2,351,114,23,6,97,29,0.13435134946289962,0.1479439019685067,0.013592552505607092,0.013592552505607092,AWAY_FROM_REFERENCE,0.017094017094017096,MINOR,1,223,,,70eed1455febb5cb7aff30243e08838f92535134beff7d2c1c2128d83d727e37,0.3168478453323811,0.24920468942973306,0.625,17,True,322
SB0017,Abdominal distension gaseous,intestinal smooth-muscle motility and luminal-volume structure,increased luminal or compartment volume/pressure causing geometric expansion,established_478,aff06a07a9db84cf7882de15f0cee76ab5b8a2cd69f7a510c69dc3155e346ae2,351,114,23,6,97,29,0.13435134946289962,0.1479439019685067,0.013592552505607092,0.013592552505607092,AWAY_FROM_REFERENCE,0.017094017094017096,MINOR,1,223,,,47fd11dd9ee97623b9f2a8e7450117fd9faedf47a843d0e21eb19f027f86e5b1,0.3168478453323811,0.24920468942973306,0.625,17,True,323
SB0018,Abdominal distress,abdominal visceral sensory-transmission structure,abnormal sensory-autonomic signaling indicating departure from the reference local functional state,established_478,7c265f5eb5b283a4af48b24a97241e7717d4bbf9425cc82c4cc1805cf423bf71,6,2,0,0,2,0,0.20572715736995895,0.21453890022248867,0.008811742852529725,0.008811742852529725,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,222,,,486d5706f0a7fac298fb837434015098ad1a5a6cedee201ea2fb953ee7572c0e,0.31526322363505976,0.2524170410183656,0.6015625,0,False,
SB0019,Abdominal hernia,abdominal-wall fascial mechanical integrity structure,displacement of tissue across its normal supporting boundary,established_478,b31812b2ceb87c4645843b53ec870a53c1650c6a8afce0a7c30cd61f4eb74fb2,0,0,0,0,0,0,0.18916401377747605,0.1895647217943115,0.0004007080168354493,0.0004007080168354493,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,,,2fce1d64be4a6f3eb7204a56540d56aa4d57976655e2d0be404e686d103a1c3a,0.2994604792122685,0.23314540147837626,0.6015625,0,False,
SB0020,Abdominal infection,abdominal visceral innate-immune structure,pathogen-associated occupation/invasion with host-defense activation and local structural disruption,established_478,8dffcee6832de4ee865b24d6e42cb2fb8c1528623a8172a3f108bcb3f7b89146,1,0,0,0,0,0,0.21053962883300648,0.20655810182671508,-0.0039815270062913966,0.0039815270062913966,TOWARD_REFERENCE,0.0,INFORMATIONAL,0,230,,,a6ce127d40ea6513e364e6545e4472e61df20811161d7d7a9a121ad04d77990e,0.27257400073588633,0.21579146431205654,0.53125,0,False,
SB0021,Abdominal injury,abdominal tissue mechanical-integrity structure,externally imposed mechanical/thermal/chemical tissue-integrity disruption,established_478,da920c787cf453f7fc7dcd6ace6d7cdec86430fb26d58018292068a4236add74,10,4,1,0,3,1,0.1507024967643339,0.1521858612472583,0.0014833644829244097,0.0014833644829244097,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,,,c1531c7117b3e95db2e618b540eb057948d01ee93180f4bee3f3c1af60d32c2e,0.274720387599046,0.2115492531695683,0.5625,1,True,1442
SB0022,Abdominal neoplasm,abdominal tissue proliferative-control structure,loss of normal proliferative/differentiation constraint with clonal tissue expansion and architectural replacement,established_478,84cb5dc07653967285ae806efb3f71db52e44fc2134e9041a983455ebfa856d5,0,0,0,0,0,0,0.1548209509569317,0.15868828056448425,0.0038673296075525387,0.0038673296075525387,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,8c065c66bb7ceb4eccbd6f7919d857bc0a31c97eda26569f555fe68cc7e3d9fa,0.2858864861263926,0.2251664464956008,0.5625,0,False,
SB0023,Abdominal pain,abdominal visceral sensory-transmission structure,increased nociceptive signaling associated with local tissue or neural perturbation,established_478,a5fd3bb62297718e289a730fdc4d0523bb708af40096804e778aac7748be302d,6,1,0,0,1,0,0.2172902673367978,0.222610994041891,0.005320726705093204,0.005320726705093204,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,222,,,c0da5db59ac67b78b5263bbedcee7b88f5c6daccebe9843660f778ce77cbfe9f,0.30853435490219316,0.2390662864660893,0.625,0,False,
SB0024,Abdominal pain aggravated,abdominal visceral sensory-transmission structure,increased nociceptive signaling associated with local tissue or neural perturbation,established_478,a5fd3bb62297718e289a730fdc4d0523bb708af40096804e778aac7748be302d,6,1,0,0,1,0,0.2172902673367978,0.222610994041891,0.005320726705093204,0.005320726705093204,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,222,,,08a167c47b0b01b41be0bb3afc1a269dd693295b837bf8728c56a66a3a1c39b2,0.30853435490219316,0.2390662864660893,0.625,0,False,
