baseline_id,structure,structural_deviation,source_term,source_partition,condition_state_sha256,constitutive_relation_count,initial_broken_relations,restored_relations,new_breaks,residual_broken_relations,relation_transition_count,initial_offset,residual_offset,net_offset_change,absolute_offset_change,direction,new_break_fraction,criticality,criticality_order,reference_baseline_top_entry_index,response_state_sha256,pair_correspondence,pair_js_correspondence,pair_sign_continuity,pair_active_hit,relation_balance,pair_rank_within_active_hits,condition_top_entry_index,response_top_entry_index
SB0379,dominant-hemisphere cortical language-processing structure,"loss or impairment of language comprehension, formulation, or symbolic communication",Aphasia,established_478,91c72d1a3c33607aaaec349e117f2fb50d4e713e1f19adf3de7d385216e006a0,3,0,0,1,1,1,0.19333569954598984,0.2081515998893808,0.014815900343390975,0.014815900343390975,AWAY_FROM_REFERENCE,0.3333333333333333,MODERATE,2,231,670d0ce80ffcb356f55443afc3dacf1f7b7a950029994d271c6759d1cdeb022b,0.3090366309902861,0.2533983304759587,0.5625,True,-1,607,,
SB1656,dominant-hemisphere language-processing and speech-planning network,impaired motor execution of speech articulation despite preserved language formulation,Dysarthria,remaining_5256,3847ff830170f0564c8db45f8a61e5afa4ae8a3bab72cea8369bfb8f171356cd,231,104,6,9,107,15,0.16978720511102607,0.18748343674926482,0.017696231638238746,0.017696231638238746,AWAY_FROM_REFERENCE,0.03896103896103896,MINOR,1,230,f19bffd6adeb6a50180d45a256f75c64d103f2793861ec40147cad061c2fd2fb,0.30207974267517923,0.22604999106729173,0.6484375,True,-3,907,,
SB1666,dominant-hemisphere language-processing and speech-planning network,impaired generation of written symbolic output,Dysgraphia,remaining_5256,99b61db23ef996e476217f9f6240b0c1646ed7902a78bf25c5261e8bc412c067,231,113,7,9,115,16,0.2181717192988044,0.23666068236296023,0.018488963064155817,0.018488963064155817,AWAY_FROM_REFERENCE,0.03896103896103896,MINOR,1,230,3501c6c4621e8da6c369282d93cc65d41edd88b1beae9671749f229b9e002e55,0.3204486658310208,0.24845111686709853,0.6484375,True,-2,261,,
SB1669,dominant-hemisphere language-processing and speech-planning network,impaired mapping of written symbols to language representations,Dyslexia,remaining_5256,0fe9c2ee005b9b64f3853513f73929dede19c3011686bcede380c68bd7149d05,231,129,5,8,132,13,0.23362204630323458,0.25052804354749036,0.016905997244255788,0.016905997244255788,AWAY_FROM_REFERENCE,0.03463203463203463,MINOR,1,230,6a6ab7a8ab1fac05219e20cde3b2175cce36cfe026bd370e47af6650a30aa26b,0.3129027973961406,0.2443936553611471,0.625,True,-3,472,,
SB1679,dominant-hemisphere language-processing and speech-planning network,"altered configuration or regulated output of the named structure, expressed as the state described by dysphasia",Dysphasia,remaining_5256,dee56dd4e0bae9bed9c3913831490c26b80969af98a40a4b7053d42f78975fcc,231,92,3,11,100,14,0.15805728467861213,0.181899564323317,0.023842279644704867,0.023842279644704867,AWAY_FROM_REFERENCE,0.047619047619047616,MINOR,1,230,0ce890cd8deab4ed4bd60487ee228891b201dba95a63d9c3b9c1caa5d276ce5d,0.3155327875208463,0.2561756555132272,0.5859375,True,-8,405,230,230
SB1929,dominant-hemisphere language-processing and speech-planning network,departure from the reference structural configuration or regulated functional range,Expressive language disorder,remaining_5256,b111aac0ad4ad79e76d5d9e93b63c5694123c35b29424e21ec6dc96fa0cb05b0,231,106,5,10,111,15,0.1795845592145957,0.2042914001292213,0.024706840914625605,0.024706840914625605,AWAY_FROM_REFERENCE,0.04329004329004329,MINOR,1,230,43643e465297c9ec4a89a99d4748deac987e06b1c4442310f55717d401b550e9,0.32506338257455164,0.25236388118847763,0.65625,True,-5,171,230,230
SB3035,dominant-hemisphere language-processing and speech-planning network,"altered configuration or regulated output of the named structure, expressed as the state described by lack of spontaneous speech",Lack of spontaneous speech,remaining_5256,3b255f4dd481299bd4aa1a4d7562cf76d128231c77a64824f47666545091a5d0,231,87,2,11,96,13,0.15024886482652056,0.17181231145277498,0.021563446626254423,0.021563446626254423,AWAY_FROM_REFERENCE,0.047619047619047616,MINOR,1,230,d97e66acdf672d6b4e1c96f35a9dfa8e61ee3ff4f45c8d530a3d183a70ff2666,0.318360705098401,0.2527645793882939,0.6171875,True,-9,291,230,230
SB3473,dominant-hemisphere language-processing and speech-planning network,"altered configuration or regulated output of the named structure, expressed as the state described by mutism",Mutism,remaining_5256,a8077661e3016703cecb6158c638c48e5847d7686077f43f609018cb2e141226,231,88,2,11,97,13,0.15740077768265603,0.17975919032235332,0.02235841263969729,0.02235841263969729,AWAY_FROM_REFERENCE,0.047619047619047616,MINOR,1,230,6bb7f07d5550239ea7f421a1f44deca5e83a8ec46f4d2c8a089804bcd27b8a99,0.307612537070724,0.24651681350088295,0.5859375,True,-9,740,230,230
SB4329,dominant-hemisphere language-processing and speech-planning network,"altered configuration or regulated output of the named structure, expressed as the state described by pressure of speech",Pressure of speech,remaining_5256,82d4aac500825f6f07a893e0fb1dd928a440a6da3d643428cffbc9be66939513,231,84,1,15,98,16,0.16147287749336448,0.18395665658362015,0.022483779090255673,0.022483779090255673,AWAY_FROM_REFERENCE,0.06493506493506493,MINOR,1,230,f97b39272f2f7255d048d57b6b48c0ce79d38293309766298c869ad92974c461,0.3079820233790017,0.2503972846085387,0.5703125,True,-14,725,230,230
SB4609,dominant-hemisphere language-processing and speech-planning network,"altered configuration or regulated output of the named structure, expressed as the state described by repetitive speech",Repetitive speech,remaining_5256,06b2e513a2fb743d3515d025b4ec975e28b37364670086cc933ec819c5b77496,231,88,3,10,95,13,0.1505214271372033,0.1724681361525101,0.02194670901530682,0.02194670901530682,AWAY_FROM_REFERENCE,0.04329004329004329,MINOR,1,230,f8a8ec08e79c7a784cf6c9b56a1d3231f50c294d65d54358a94c727bfb283c1c,0.30988091841886534,0.24928313221812848,0.5859375,True,-7,558,230,230
