baseline_id,structure,structural_deviation,source_term,source_partition,condition_state_sha256,constitutive_relation_count,initial_broken_relations,restored_relations,new_breaks,residual_broken_relations,relation_transition_count,initial_offset,residual_offset,net_offset_change,absolute_offset_change,direction,new_break_fraction,criticality,criticality_order,reference_baseline_top_entry_index,response_state_sha256,pair_correspondence,pair_js_correspondence,pair_sign_continuity,pair_active_hit,relation_balance,pair_rank_within_active_hits,condition_top_entry_index,response_top_entry_index
SB0379,dominant-hemisphere cortical language-processing structure,"loss or impairment of language comprehension, formulation, or symbolic communication",Aphasia,established_478,91c72d1a3c33607aaaec349e117f2fb50d4e713e1f19adf3de7d385216e006a0,3,0,0,1,1,1,0.19333569954598984,0.20664140389467345,0.013305704348683611,0.013305704348683611,AWAY_FROM_REFERENCE,0.3333333333333333,MODERATE,2,231,0b405ca8506441782c94066e2488a497349df4bd9a6919137cba5d46e4636165,0.2912772567388036,0.2351704350473215,0.546875,True,-1,566,,
SB1656,dominant-hemisphere language-processing and speech-planning network,impaired motor execution of speech articulation despite preserved language formulation,Dysarthria,remaining_5256,3847ff830170f0564c8db45f8a61e5afa4ae8a3bab72cea8369bfb8f171356cd,231,104,6,9,107,15,0.16978720511102607,0.18393329456963348,0.014146089458607403,0.014146089458607403,AWAY_FROM_REFERENCE,0.03896103896103896,MINOR,1,230,5b59c28c8516fe4ae6db144433249b785f70d76b46153fc803a27daf84dcbd2c,0.2786292215209107,0.2008816725864765,0.6328125,True,-3,960,,
SB1666,dominant-hemisphere language-processing and speech-planning network,impaired generation of written symbolic output,Dysgraphia,remaining_5256,99b61db23ef996e476217f9f6240b0c1646ed7902a78bf25c5261e8bc412c067,231,113,8,9,114,17,0.2181717192988044,0.23403829758410466,0.015866578285300248,0.015866578285300248,AWAY_FROM_REFERENCE,0.03896103896103896,MINOR,1,230,d6194a262434dd6f6931cbc0f416c1a17f03d104a424d2dec12e38368e02f2d5,0.2975043479817873,0.22390011948998456,0.6328125,True,-1,360,,
SB1669,dominant-hemisphere language-processing and speech-planning network,impaired mapping of written symbols to language representations,Dyslexia,remaining_5256,0fe9c2ee005b9b64f3853513f73929dede19c3011686bcede380c68bd7149d05,231,129,5,7,131,12,0.23362204630323458,0.24805575421142212,0.014433707908187543,0.014433707908187543,AWAY_FROM_REFERENCE,0.030303030303030304,MINOR,1,230,128cf714f58cdc05e881e6f7dfebf77eeb2ceebe8db39c127619c76aac7caa8c,0.2917612114973376,0.22204111158211903,0.609375,True,-2,549,,
SB1679,dominant-hemisphere language-processing and speech-planning network,"altered configuration or regulated output of the named structure, expressed as the state described by dysphasia",Dysphasia,remaining_5256,dee56dd4e0bae9bed9c3913831490c26b80969af98a40a4b7053d42f78975fcc,231,92,3,11,100,14,0.15805728467861213,0.17776341452300226,0.01970612984439013,0.01970612984439013,AWAY_FROM_REFERENCE,0.047619047619047616,MINOR,1,230,2cdb1c37316e17c0d04a51d205825db0f404eb101ae49158673bd7b6acbc826b,0.2894318246786491,0.22777509107152327,0.5703125,True,-8,624,230,230
SB1929,dominant-hemisphere language-processing and speech-planning network,departure from the reference structural configuration or regulated functional range,Expressive language disorder,remaining_5256,b111aac0ad4ad79e76d5d9e93b63c5694123c35b29424e21ec6dc96fa0cb05b0,231,106,5,8,109,13,0.1795845592145957,0.20054230723484778,0.020957748020252076,0.020957748020252076,AWAY_FROM_REFERENCE,0.03463203463203463,MINOR,1,230,ba6dfadeae4cc21cd172f1c0b653d8f10f419faedbde59f60c372b16676d52fe,0.3007409332004298,0.22613223561028029,0.640625,True,-3,253,230,230
SB3035,dominant-hemisphere language-processing and speech-planning network,"altered configuration or regulated output of the named structure, expressed as the state described by lack of spontaneous speech",Lack of spontaneous speech,remaining_5256,3b255f4dd481299bd4aa1a4d7562cf76d128231c77a64824f47666545091a5d0,231,87,2,11,96,13,0.15024886482652056,0.1684069471510703,0.01815808232454974,0.01815808232454974,AWAY_FROM_REFERENCE,0.047619047619047616,MINOR,1,230,f83479e016fe33c5582c7edcac1243f6238db83fda219a06873f237fd17a027b,0.2953242757683915,0.2281012509370628,0.6015625,True,-9,444,230,230
SB3473,dominant-hemisphere language-processing and speech-planning network,"altered configuration or regulated output of the named structure, expressed as the state described by mutism",Mutism,remaining_5256,a8077661e3016703cecb6158c638c48e5847d7686077f43f609018cb2e141226,231,88,2,9,95,11,0.15740077768265603,0.1759898282132064,0.018589050530550377,0.018589050530550377,AWAY_FROM_REFERENCE,0.03896103896103896,MINOR,1,230,d953e69bfa8d38ce972d958a9b213a6c86570e5efa5c2fcd1c804fec482c9fb4,0.2825125149287952,0.2193369084497503,0.5703125,True,-7,839,230,230
SB4329,dominant-hemisphere language-processing and speech-planning network,"altered configuration or regulated output of the named structure, expressed as the state described by pressure of speech",Pressure of speech,remaining_5256,82d4aac500825f6f07a893e0fb1dd928a440a6da3d643428cffbc9be66939513,231,84,1,15,98,16,0.16147287749336448,0.1801373220998499,0.01866444460648542,0.01866444460648542,AWAY_FROM_REFERENCE,0.06493506493506493,MINOR,1,230,a1abd01786150cdf1e5f777cd54360e1a9980c7783acda19bdd099f3dd767de2,0.2821169359485664,0.22228437310800786,0.5546875,True,-14,849,230,230
SB4609,dominant-hemisphere language-processing and speech-planning network,"altered configuration or regulated output of the named structure, expressed as the state described by repetitive speech",Repetitive speech,remaining_5256,06b2e513a2fb743d3515d025b4ec975e28b37364670086cc933ec819c5b77496,231,88,3,8,93,11,0.1505214271372033,0.168987274758289,0.018465847621085718,0.018465847621085718,AWAY_FROM_REFERENCE,0.03463203463203463,MINOR,1,230,0a467fe9a31a08d3a33a747eac54b95e2bd2cd227a18b22565bb8169f36d68fc,0.2860099039337631,0.22360201699239401,0.5703125,True,-5,727,230,230
