baseline_id,source_term,structure,structural_deviation,source_partition,condition_state_sha256,constitutive_relation_count,initial_broken_relations,restored_relations,new_breaks,residual_broken_relations,relation_transition_count,initial_offset,residual_offset,net_offset_change,absolute_offset_change,direction,new_break_fraction,criticality,criticality_order,reference_baseline_top_entry_index,condition_top_entry_index,response_top_entry_index,response_state_sha256,pair_correspondence,pair_js_correspondence,pair_sign_continuity,relation_balance,pair_active_hit,pair_rank_within_active_hits
SB0348,Antidiuresis,renal collecting-duct vasopressin water-reabsorption structure,urine output reduced by increased water retention relative to the reference fluid-balance state,established_478,6212173108f74847102ca442fcf5d9ea18bacf2e271e48de0e2b9dd0bf32cc7e,15,13,0,2,15,2,0.17642730980684762,0.18189059370975658,0.005463283902908955,0.005463283902908955,AWAY_FROM_REFERENCE,0.13333333333333333,MINOR,1,231,,,89d35179c69d9eeea38aae426f527086972cc16481ab36ebadf36cedc4318090,0.3380876418455933,0.2648172461531626,0.671875,-2,True,1
SB5492,VT,cardiac conduction and myocardial rhythm structure,"altered configuration or regulated output of the named structure, expressed as the state described by vt",remaining_5256,4609356e007b2af179aa404ef4dc5c0aa4db59abdf74e028a4331ad7c5544243,21,6,1,0,5,1,0.15100204729724598,0.16129971233012919,0.010297665032883208,0.010297665032883208,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,a2c386f7bf64d9e73a685ef380f2cfc5a76e4a51ffec2520b01b2a8ddb96eb3b,0.3371437508274027,0.2670960375943936,0.65625,1,True,2
SB4488,QRS complex,cardiac conduction and myocardial rhythm structure,"altered configuration or regulated output of the named structure, expressed as the state described by qrs complex",remaining_5256,59c7d51fb813157dbd76263f48312d79c7d830fc2077e99a306ee838835fdf1c,21,6,1,0,5,1,0.15148360021134188,0.1609571317854912,0.009473531574149319,0.009473531574149319,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,a69a1754136e15157f0c4c78da997ddd087eae9437f5f74eca4bbe268b4a85ff,0.3362497770898908,0.26600582571937903,0.65625,1,True,3
SB2347,HCV coinfection,innate-adaptive host-defense structure,"altered configuration or regulated output of the named structure, expressed as the state described by hcv coinfection",remaining_5256,6b2317f2bf8683ca8f9cfe8c5be4a46e10a450c60fffcc1926a9a6d0ed623459,15,9,2,0,7,2,0.189780525200812,0.19984538500163618,0.010064859800824166,0.010064859800824166,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,03fb27d790ca392b3e61985b2af09492da4ad8c96dcc18e924f63349998fbad2,0.33598069055209023,0.26396273238059786,0.6640625,2,True,4
SB1602,Dropped beats,cardiac conduction and myocardial rhythm structure,intermittent failure or pause of expected cardiac depolarization/conduction cycles,remaining_5256,463d94e08d2bef4f494b721f5f5a343eaa3a45cb9e3356aa639acc9e3a6f7435,21,7,1,0,6,1,0.171088169046401,0.1842745789380965,0.013186409891695505,0.013186409891695505,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,340b0c40f6e814eb8b30efa258534d5788fb9c74853f96a236092332432e0e13,0.3358386991938018,0.2706493282851242,0.6328125,1,True,5
SB1702,Ear feels clogged,cochlear-mechanical and auditory-neural transduction structure,"altered configuration or regulated output of the named structure, expressed as the state described by ear feels clogged",remaining_5256,8b8b7371170a9e4b2c5c42675f0f54fd8075e39b00fff2fe855668b836c4a9db,276,78,10,9,77,19,0.14523810278802107,0.15041385548831032,0.005175752700289249,0.005175752700289249,AWAY_FROM_REFERENCE,0.03260869565217391,MINOR,1,230,,,023bd6cd335f28ea5f4b0464f89bde38ef8ba6be2c319e9afcd2bd2b74f154d7,0.33417501614553274,0.2617606904213814,0.6640625,1,True,6
SB1726,Eczema eyelids,"cutaneous epidermal-dermal barrier, appendage, vascular, and immune structure","altered configuration or regulated output of the named structure, expressed as the state described by eczema eyelids",remaining_5256,ea8fc5c96efa0d5c5869f9b34e4a338c61a351cfef298f3f042ceb08dfa0badb,300,122,11,11,122,22,0.165179192705323,0.17117078164612676,0.00599158894080376,0.00599158894080376,AWAY_FROM_REFERENCE,0.03666666666666667,MINOR,1,231,,,e746bb91d05a2e832a35d442e023635425681cdda7aedd320ce1b741993c458a,0.3341113572759437,0.25996811862919966,0.671875,0,True,7
SB2222,Gastrooesophageal reflux disease,"oesophageal mucosal, peristaltic, and sphincter-control structure",retrograde transit across a normally directional junction or valve,remaining_5256,8091c0def5c9972431bb874819d723650fa7ec9c3b41e0e16072dbcfbc06b591,28,7,3,1,5,4,0.14878272005505488,0.15834284359726603,0.00956012354221114,0.00956012354221114,AWAY_FROM_REFERENCE,0.03571428571428571,MINOR,1,231,,,21b0b5d3c34eadd8d331d1c53717f4e883dcecb3a8fe65efb13315ebe60ee495,0.333762914320389,0.2681178833175476,0.6328125,2,True,8
SB3752,Oesophageal reflux aggravated,"oesophageal mucosal, peristaltic, and sphincter-control structure",retrograde transit across a normally directional junction or valve,remaining_5256,8091c0def5c9972431bb874819d723650fa7ec9c3b41e0e16072dbcfbc06b591,28,7,3,1,5,4,0.14878272005505488,0.15834284359726603,0.00956012354221114,0.00956012354221114,AWAY_FROM_REFERENCE,0.03571428571428571,MINOR,1,231,,,259b13db5103f7843a58dea1e665de2f6c7f4301cce463c1dff2a49f44cee795,0.333762914320389,0.2681178833175476,0.6328125,2,True,9
SB4565,Reflux esophagitis,"oesophageal mucosal, peristaltic, and sphincter-control structure",retrograde transit across a normally directional junction or valve,remaining_5256,8091c0def5c9972431bb874819d723650fa7ec9c3b41e0e16072dbcfbc06b591,28,7,3,1,5,4,0.14878272005505488,0.15834284359726603,0.00956012354221114,0.00956012354221114,AWAY_FROM_REFERENCE,0.03571428571428571,MINOR,1,231,,,86791a55d5c3def46cd51b176e4fb909aa5b03eae227744d80345c7b057234cc,0.333762914320389,0.2681178833175476,0.6328125,2,True,10
