baseline_id,source_term,structure,structural_deviation,source_partition,condition_state_sha256,constitutive_relation_count,initial_broken_relations,restored_relations,new_breaks,residual_broken_relations,relation_transition_count,initial_offset,residual_offset,net_offset_change,absolute_offset_change,direction,new_break_fraction,criticality,criticality_order,reference_baseline_top_entry_index,condition_top_entry_index,response_top_entry_index,response_state_sha256,pair_correspondence,pair_js_correspondence,pair_sign_continuity,relation_balance,pair_active_hit,pair_rank_within_active_hits
SB0001,AGEP,cutaneous epidermal neutrophilic pustular structure,acute diffuse epidermal neutrophilic pustule formation with inflammatory barrier disruption,established_478,711efd42a066e6a359d2d9f411ced9cce38151c4000400edd4de93a83117b67f,6,2,0,0,2,0,0.12105599669884048,0.12022924958169279,-0.000826747117147697,0.000826747117147697,TOWARD_REFERENCE,0.0,INFORMATIONAL,0,230,,,7d9d2a38c85c7e8694110f1683269063dfb5c234b7c2314131f140748e8e4cc7,0.29556272627350655,0.23010698326037382,0.59375,0,False,
SB0002,AIDS dementia complex,cortical and subcortical cognitive neural-network integrity structure,"progressive loss of cognitive-network integration, memory processing, and functional neural connectivity",established_478,da37a2b5e23c7bb5d10d8d6a391b6a4ed0ab18f6f9597375911777179efa5ec6,0,0,0,0,0,0,0.13791313331981647,0.1412901863621645,0.0033770530423480327,0.0033770530423480327,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,b645e9231d5421e445c9d357735bedb11e77a550d1542053dc8589029d29bfb7,0.3042321297397587,0.23381967041433993,0.625,0,False,
SB0003,AION,anterior optic-nerve-head perfusion and axonal-conduction structure,anterior optic-nerve-head perfusion loss with axonal conduction and viability compromise,established_478,a1cc969c80904646f4d9696bcd94e75991bfc236385e5811f8158c7618f6ad78,91,31,2,4,33,6,0.10878991705343244,0.1190705301311723,0.010280613077739864,0.010280613077739864,AWAY_FROM_REFERENCE,0.04395604395604396,MINOR,1,231,,,0eaf24a36581886163fef5f560977413847e93faa73bf59ec9d2342faab85a15,0.2974249043852013,0.23066299315268457,0.6015625,-2,True,897
SB0004,AML progression,myeloid hematopoietic precursor proliferation structure,increase in magnitude or spatial extent of an established structural deviation over successive states,established_478,27e71ec9331e6e60b9fb0bcd31f948154b213a5d2ee1202ddda342b95b4858e3,0,0,0,0,0,0,0.13368714949201776,0.13516570450525012,0.0014785550132323522,0.0014785550132323522,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,,,8fdf3e006be6a1a2600b3efba82a0953ed956a57e9fded866ee5cb335086d47b,0.31478508309258685,0.24154430864949616,0.6484375,0,False,
SB0005,ANA increased,antinuclear autoantibody immune-recognition structure,measured or functional quantity shifted above its reference structural range,established_478,80370ceee86577a9155bd3ff819c052f21fcf7a3c1f3c3ddda82799b2bfc7d84,45,12,1,2,13,3,0.18659277101615257,0.1896522000000589,0.0030594289839063205,0.0030594289839063205,AWAY_FROM_REFERENCE,0.044444444444444446,MINOR,1,231,,,89b49a272c77fcafdf0acebd28bd3a09c76514074fd0a7e2ee9d8756b4334525,0.3186708873318464,0.2514279113803005,0.625,-1,True,188
SB0006,Abasia,lower-limb gait motor-control structure,failure or instability of coordinated lower-limb gait motor output,established_478,d09cd0b629c2b02dc8471bfe901f37d6e6fee9e739ef8697f9a59df604f4b449,171,87,10,1,78,11,0.24720928056398772,0.23468499008469235,-0.012524290479295375,0.012524290479295375,TOWARD_REFERENCE,0.005847953216374269,MINOR,1,230,,,0e5ac5abf5ffeaf1088e151cc76e4014764791ca658b8647caa1c25e60d2fdec,0.2735226291685098,0.20837363313232904,0.5703125,9,True,1423
SB0007,Abdominal abscess,abdominal visceral innate-immune structure,localized inflammatory cavity with tissue breakdown and accumulated cellular/fluid contents,established_478,6b80ec26c1598897b547a3da9bc4bab5b1a3201fe4dcca9633e88fab3eb78268,1,0,0,0,0,0,0.20599750275164364,0.2038166292919349,-0.002180873459708743,0.002180873459708743,TOWARD_REFERENCE,0.0,INFORMATIONAL,0,230,,,a6a3f65902dc6b4119b771e05761b50dca1d0c61b3468abe2a0be3249cf6e85b,0.28843773264533035,0.2248478446894273,0.578125,0,False,
SB0008,Abdominal adhesions,abdominal visceral structural and motility structure,abnormal fibrous connection between normally mobile tissue surfaces with constrained relative motion,established_478,2911e0008b41a3d709f12d84a0e89ebcf6f211766d8f81a35e264d83251280cc,0,0,0,0,0,0,0.16128446781414474,0.17116407930035948,0.009879611486214745,0.009879611486214745,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,32a8642e3ffade08adc5f40cdf84fb0083ddd62be8656392b05cf0a42b9bce04,0.31441693687119593,0.24281028886731215,0.640625,0,False,
SB0009,Abdominal aortic aneurysm,abdominal aortic wall tensile integrity structure,localized vessel-wall dilation with reduced tensile integrity,established_478,f5888e82479c81a2dc66b5a0751e1e0d3e9b84e927665827e5373e75bfcf60d7,0,0,0,0,0,0,0.16043968033933131,0.16383286212073522,0.003393181781403909,0.003393181781403909,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,5a1b8d8a9f005d6ee42dfa1aaf3160311b85a95dc639a4998688673992159972,0.2922130178881007,0.21916221693670823,0.625,0,False,
SB0010,Abdominal aortic bruit,abdominal aortic blood-flow and wall mechanical structure,"turbulent blood-flow state generated by altered lumen geometry, wall compliance, or flow velocity",established_478,9ff95f78245c28fec45ee60f61bbdcdd20a224119dc55f35b80396f771882484,3,0,0,0,0,0,0.12002104712889694,0.11833405533975316,-0.001686991789143777,0.001686991789143777,TOWARD_REFERENCE,0.0,INFORMATIONAL,0,230,,,ed584c0b2c0ae2cf2c8f02386bec6aac9d3d01f4046b94c1e28a4c0216f9e670,0.25928135438748245,0.194436102911564,0.5546875,0,False,
