baseline_id,source_term,structure,structural_deviation,source_partition,condition_state_sha256,constitutive_relation_count,initial_broken_relations,restored_relations,new_breaks,residual_broken_relations,relation_transition_count,initial_offset,residual_offset,net_offset_change,absolute_offset_change,direction,new_break_fraction,criticality,criticality_order,reference_baseline_top_entry_index,condition_top_entry_index,response_top_entry_index,response_state_sha256,pair_correspondence,pair_js_correspondence,pair_sign_continuity,relation_balance,pair_active_hit,pair_rank_within_active_hits
SB0001,AGEP,cutaneous epidermal neutrophilic pustular structure,acute diffuse epidermal neutrophilic pustule formation with inflammatory barrier disruption,established_478,711efd42a066e6a359d2d9f411ced9cce38151c4000400edd4de93a83117b67f,6,2,0,0,2,0,0.12105599669884048,0.1233246371688369,0.002268640469996419,0.002268640469996419,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,,,6d53ff73677222a3c6751e0ee41c64dbed5191fde20ed32ed5c55b47f99af36f,0.29761862999707916,0.2326141829232673,0.59375,0,False,
SB0002,AIDS dementia complex,cortical and subcortical cognitive neural-network integrity structure,"progressive loss of cognitive-network integration, memory processing, and functional neural connectivity",established_478,da37a2b5e23c7bb5d10d8d6a391b6a4ed0ab18f6f9597375911777179efa5ec6,0,0,0,0,0,0,0.13791313331981647,0.14823456049252282,0.010321427172706343,0.010321427172706343,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,9948e5b78ac599095a8a14ab41e6d05f7bda2049a8b049715d2918e3b03b985d,0.3102224917255391,0.24112498990919407,0.625,0,False,
SB0003,AION,anterior optic-nerve-head perfusion and axonal-conduction structure,anterior optic-nerve-head perfusion loss with axonal conduction and viability compromise,established_478,a1cc969c80904646f4d9696bcd94e75991bfc236385e5811f8158c7618f6ad78,91,31,2,5,34,7,0.10878991705343244,0.12278994991653125,0.01400003286309881,0.01400003286309881,AWAY_FROM_REFERENCE,0.054945054945054944,MINOR,1,231,,,51a2878f98bcca933f001aa2b691cdf5738547e92d68a97bd2304baabd823a20,0.30741820868843694,0.23942007157126455,0.6171875,-3,True,745
SB0004,AML progression,myeloid hematopoietic precursor proliferation structure,increase in magnitude or spatial extent of an established structural deviation over successive states,established_478,27e71ec9331e6e60b9fb0bcd31f948154b213a5d2ee1202ddda342b95b4858e3,0,0,0,0,0,0,0.13368714949201776,0.1383744371132296,0.004687287621211844,0.004687287621211844,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,,,75aff095733f18ea2ab74512a2db7cf4f2e624e3751e1aca87929c07cefe34a6,0.32008358673774584,0.24800589846066567,0.6484375,0,False,
SB0005,ANA increased,antinuclear autoantibody immune-recognition structure,measured or functional quantity shifted above its reference structural range,established_478,80370ceee86577a9155bd3ff819c052f21fcf7a3c1f3c3ddda82799b2bfc7d84,45,12,1,2,13,3,0.18659277101615257,0.1946545614557167,0.00806179043956412,0.00806179043956412,AWAY_FROM_REFERENCE,0.044444444444444446,MINOR,1,231,,,424e07f6db237e7b0954110d69bf57712a64689f2cfce02632229d45b9a0e1fc,0.31868781661274687,0.25144855684481326,0.625,-1,True,297
SB0006,Abasia,lower-limb gait motor-control structure,failure or instability of coordinated lower-limb gait motor output,established_478,d09cd0b629c2b02dc8471bfe901f37d6e6fee9e739ef8697f9a59df604f4b449,171,87,10,1,78,11,0.24720928056398772,0.23223763453532476,-0.014971646028662966,0.014971646028662966,TOWARD_REFERENCE,0.005847953216374269,MINOR,1,230,,,9b47bc7b074241d63b1d5712c399438ac4bc0a6b5be0151ec4e764b274874e5e,0.2753574191630411,0.2106111819061477,0.5703125,9,True,1432
SB0007,Abdominal abscess,abdominal visceral innate-immune structure,localized inflammatory cavity with tissue breakdown and accumulated cellular/fluid contents,established_478,6b80ec26c1598897b547a3da9bc4bab5b1a3201fe4dcca9633e88fab3eb78268,1,0,0,0,0,0,0.20599750275164364,0.20872046530380883,0.002722962552165198,0.002722962552165198,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,,,c49a5b060587f0d7a57b7e81e228b9156e26a41df06d118660a6eb6c8180a184,0.297393575632016,0.23576960442928785,0.578125,0,False,
SB0008,Abdominal adhesions,abdominal visceral structural and motility structure,abnormal fibrous connection between normally mobile tissue surfaces with constrained relative motion,established_478,2911e0008b41a3d709f12d84a0e89ebcf6f211766d8f81a35e264d83251280cc,0,0,0,0,0,0,0.16128446781414474,0.17596838196393894,0.014683914149794197,0.014683914149794197,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,83932a5335b90c5aead323236e99cedb5d820ab6c1ccd6affc5075292801fec3,0.3185817736511571,0.2478893581111672,0.640625,0,False,
SB0009,Abdominal aortic aneurysm,abdominal aortic wall tensile integrity structure,localized vessel-wall dilation with reduced tensile integrity,established_478,f5888e82479c81a2dc66b5a0751e1e0d3e9b84e927665827e5373e75bfcf60d7,0,0,0,0,0,0,0.16043968033933131,0.1661079016894247,0.005668221350093372,0.005668221350093372,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,55c30ab919bc7d6a142c0da9092ccab5667e0db1548fa084616d8000e499d4ab,0.2994595238375918,0.22799941931413636,0.625,0,False,
SB0010,Abdominal aortic bruit,abdominal aortic blood-flow and wall mechanical structure,"turbulent blood-flow state generated by altered lumen geometry, wall compliance, or flow velocity",established_478,9ff95f78245c28fec45ee60f61bbdcdd20a224119dc55f35b80396f771882484,3,0,0,0,0,0,0.12002104712889694,0.1200836891890561,6.264206015915708e-05,6.264206015915708e-05,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,,,58d887b40cbd546947beebbfd56be1d0da06e9d96673321c9403f718c23f3257,0.2638835005934443,0.20347835438224915,0.5390625,0,False,
SB0011,Abdominal bloating,intestinal smooth-muscle motility and luminal-volume structure,increased luminal or compartment volume/pressure causing geometric expansion,established_478,aff06a07a9db84cf7882de15f0cee76ab5b8a2cd69f7a510c69dc3155e346ae2,351,114,23,6,97,29,0.13435134946289962,0.15185824780854917,0.017506898345649557,0.017506898345649557,AWAY_FROM_REFERENCE,0.017094017094017096,MINOR,1,223,,,b5334d8ee5442661ac9c1be8c090f1e904ba9de9655f4904cfb71406bf844526,0.31626651922052407,0.24849575514698063,0.625,17,True,402
SB0012,Abdominal colic,intestinal smooth-muscle motility and luminal-volume structure,episodic smooth-muscle contraction with associated luminal pressure and nociceptive signaling,established_478,46d539233ebace2d6ff44be6ae2ef4cf32c62dc3b4e5738c5a528de02f7ec721,351,128,26,8,110,34,0.13377698647922043,0.15272964309768344,0.018952656618463015,0.018952656618463015,AWAY_FROM_REFERENCE,0.022792022792022793,MINOR,1,223,,,ab57e70b318988df6694064ae86f265af6db8780a52a654a66c5ec916dbc7b00,0.3163512969379632,0.2520290206560527,0.609375,18,True,398
SB0013,Abdominal cramps,intestinal smooth-muscle motility and luminal-volume structure,episodic smooth-muscle contraction with associated luminal pressure and nociceptive signaling,established_478,46d539233ebace2d6ff44be6ae2ef4cf32c62dc3b4e5738c5a528de02f7ec721,351,128,26,8,110,34,0.13377698647922043,0.15272964309768344,0.018952656618463015,0.018952656618463015,AWAY_FROM_REFERENCE,0.022792022792022793,MINOR,1,223,,,f2b7e54963c6a3fd813bdbd39c30e157b7b64879090f5cc0ca3fe94aac83ed74,0.3163512969379632,0.2520290206560527,0.609375,18,True,399
SB0014,Abdominal discomfort,abdominal visceral sensory-transmission structure,abnormal sensory-autonomic signaling indicating departure from the reference local functional state,established_478,7c265f5eb5b283a4af48b24a97241e7717d4bbf9425cc82c4cc1805cf423bf71,6,2,0,0,2,0,0.20572715736995895,0.21908330597369163,0.013356148603732687,0.013356148603732687,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,222,,,f2d4142c58e832aa61433e903131c2df4f69b8b42a02cdcdf2f4bb8c55d85d85,0.3190902221772002,0.25708411241121976,0.6015625,0,False,
SB0015,Abdominal disorder,abdominal visceral structural and motility structure,departure from the reference structural configuration or regulated functional range,established_478,7d6a07d38a34244936e47a70383e98011c4cfad795d80f46a43d7544c3e670f5,0,0,0,0,0,0,0.1827569979526722,0.1946793749207958,0.011922376968123594,0.011922376968123594,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,,,a5cc5122fe4e45f446bb32d9faabf3217562074bd26bcae5595de0b5d48225b6,0.30669142945586725,0.2436785725071552,0.59375,0,False,
SB0016,Abdominal distension,intestinal smooth-muscle motility and luminal-volume structure,increased luminal or compartment volume/pressure causing geometric expansion,established_478,aff06a07a9db84cf7882de15f0cee76ab5b8a2cd69f7a510c69dc3155e346ae2,351,114,23,6,97,29,0.13435134946289962,0.15185824780854917,0.017506898345649557,0.017506898345649557,AWAY_FROM_REFERENCE,0.017094017094017096,MINOR,1,223,,,be48dac33b29e35e3f27424d73b8d80584b658d5e6a229cd9e06f2bf5179d545,0.31626651922052407,0.24849575514698063,0.625,17,True,403
SB0017,Abdominal distension gaseous,intestinal smooth-muscle motility and luminal-volume structure,increased luminal or compartment volume/pressure causing geometric expansion,established_478,aff06a07a9db84cf7882de15f0cee76ab5b8a2cd69f7a510c69dc3155e346ae2,351,114,23,6,97,29,0.13435134946289962,0.15185824780854917,0.017506898345649557,0.017506898345649557,AWAY_FROM_REFERENCE,0.017094017094017096,MINOR,1,223,,,6c8e107bc01da1319ca264e36ad242481eb0fe2b56a6af354469ab4925e070bd,0.31626651922052407,0.24849575514698063,0.625,17,True,404
